utterance_id	From	To	File	Id	String id	Year of birth	Sex	Education	Place of birth	Place of living	Left Context	DMatch	Right Context
28275	1176914	1183439	2019_zhanvil_pds1932_2_2		pds1932	1932	f	4 класса	Шипы	Жанвиль	И тогда (тады) поехал в Гуту, с девками, и на	тракторе	обернулся [нрзб] с моста.
28373	90556	95446	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Они в	Мироторге	работают, ну и всё нормально, тихо, спокойно и никаких вопросов.
28383	135558	139668	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	тёща, это	сне	сватья, а я ей сватья.
28406	218644	221737	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	То в тех =, я, например, познакомилась, в	техникуме	учились.
28414	247755	249941	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Там в	городе	они там пошли на дискотеку,
28427	291626	292493	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	в	ресторане	,
28466	440684	443739	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Нам вчера тоже в	доме	, они в десятиэтажном живут,
28467	443916	445081	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	ну в	городе	, конечно,
28486	500270	501701	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	И в	городе	так самое.
28498	551938	553772	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	В	магазине	, если вынесу, и соль, нет.
28566	802702	806336	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Ну, и на	шейке	обязательно крестик, и в ручках крестик.
28572	824336	828278	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	переодевать или что - то, рядышком платочек, она ж в	платочке	,
28578	847109	852638	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Вот это чего - то платочек, я	виде	=, а, а чего они ложат, ложат, бабе Шуре ложили гребешочек её.
28591	894662	898958	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	А как таковой, не такая постелька, где мы спим, а именно на	столе	,
28593	905109	908365	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Нет - нет, на	столе	дома, где она умер =, да, да - да - да.
28599	930469	932719	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	На	столе	, да, да - да - да, на сто =...
28600	933540	938261	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Нет - нет - нет, ну, где обычно, то ли в спальне, в	зале	, как, ну,
28603	947197	949860	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	не обязательно в	зале	, может, и в спальне, может, и ещё,
28630	1045487	1049365	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	А в деревне могут и два гулять, а	ресторане	один или в кафе.
28694	1278807	1281295	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	А в	городе	, это в деревне у нас тут нету особенно.
28696	1285377	1288627	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	А в	городе	вон сколько разных случаев, что и...
28699	1295639	1299877	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Мож =, я даже и не слышу, даже тут, мне кажется, может, в	доме	кто и спорит,
28703	1311505	1313650	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Ну и всё, а в	городе	уже, господи.
28774	1571428	1573208	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	ну, во всяком	случае	смотрели.
28775	1573498	1575608	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Смотри в	подоле	не принеси!
28777	1578073	1582337	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	В	подоле	не принеси, значит, что - то ж было, это значит в подоле ребёнок.
28777	1578073	1582337	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	В подоле не принеси, значит, что - то ж было, это значит в	подоле	ребёнок.
28780	1589764	1595058	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Так что вот, вот это было, в	подоле	, это точно было, в подоле гляди не принеси!
28780	1589764	1595058	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	Так что вот, вот это было, в подоле, это точно было, в	подоле	гляди не принеси!
28782	1601470	1605065	2019_stajki_nnm1955_2_1		nnm1955	1955	f	техникум	Микшино	Стайки	каждый смеяться, вот это говорили, в	подоле	, это точно.
		
